st_id,st_tui_math1,st_tui_hindi1,st_tui_other1,st_tui_math_hrs1,ts_grade1,tot_hindi1,tot_math1,per_math1,per_hindi1,m_theta_eap1,m_theta_mle1,h_theta_eap1,h_theta_mle1,any_tuition1,quint_math1,quint_hindi1,terc_math1,terc_hindi1,st_tui_math2,st_tui_hindi2,st_tui_other2,st_tui_math_hrs2,ts_grade2,tot_hindi2,tot_math2,per_math2,per_hindi2,m_theta_eap2,m_theta_mle2,h_theta_eap2,h_theta_mle2,any_tuition2,ms_center1,st_age1,st_female1,st_grade1,treat,strata,ses_index,d_sch_grade4,d_sch_grade5,d_sch_grade6,d_sch_grade7,d_sch_grade8,d_sch_grade9
TK049,0,0,1,,6-7,21,21,.60000002,.69999999,1.809165,1.549004,1.5840964,1.3373407,1,5,5,3,3,0,0,1,,4-7,16,29,.85294116,.53333336,2.7269104,2.1521201,-.21124488,-.19712575,1,Tekhand,,0,7,1,19,.59565228,0,0,0,1,0,0
TK050,0,0,1,,6-7,20,17,.48571429,.66666669,1.1378204,1.0219195,1.2113096,1.0530149,1,5,5,3,3,0,0,0,,4-7,24,25,.7352941,.80000001,1.8128988,1.4334382,1.6773089,1.456157,0,Tekhand,,0,7,1,12,.12410065,0,0,0,1,0,0
TK051,1,1,0,Less than 1 hour,8-9,13,8,.22857143,.43333334,.3076385,.34141332,.018372597,.16637911,1,3,2,2,2,0,0,1,,8-9,18,20,.5714286,.60000002,1.2532383,1.0134183,.70855552,.63146079,1,Tekhand,14,0,9,1,12,.12410065,0,0,0,0,0,1
TK052,1,0,0,1-2 hours,6-7,16,11,.31428573,.53333336,.23159492,.24470644,.45310959,.45816681,1,4,5,2,3,1,1,0,More than 4 hours,4-7,16,21,.61764705,.53333336,1.1287311,.90806061,.20905469,.2903035,1,Tekhand,10,1,6,1,17,-3.8073223,0,0,1,0,0,0
TK054,1,0,0,1-2 hours,6-7,4,4,.11428571,.13333334,-1.110049,-.70085514,-1.8704751,-2.2321358,1,2,1,1,1,0,1,0,,4-7,4,10,.29411766,.13333334,-.36027297,-.1451997,-1.7434976,-2.037926,1,Tekhand,10,0,6,0,13,-1.4760597,0,0,1,0,0,0
TK055,1,1,1,More than 4 hours,8-9,15,17,.48571429,.5,1.5090095,1.3051074,.70939541,.65310341,1,5,4,3,2,0,0,0,,8-9,19,17,.48571429,.63333333,.60913885,.57008797,.64744854,.55153441,0,Tekhand,14,0,9,0,19,.21611908,0,0,0,0,0,1
TK058,0,0,0,,8-9,12,12,.34285715,.40000001,.45621905,.36828166,.18895477,.26734009,0,3,3,2,2,0,0,0,,8-9,19,18,.51428574,.63333333,1.0804126,.84303695,.83845395,.75183195,0,Tekhand,13,1,8,0,17,-.58144826,0,0,0,0,1,0
TK059,1,0,0,1-2 hours,8-9,9,10,.2857143,.30000001,.39639592,.4124369,-.13282473,.051154386,1,3,2,2,1,1,1,0,Less than 1 hour,8-9,11,16,.45714286,.36666667,.47008735,.43894035,-.8940565,-.63364875,1,Tekhand,14,0,9,0,13,-2.106704,0,0,0,0,0,1
TK060,1,0,0,1-2 hours,6-7,16,10,.2857143,.53333336,.21175124,.23386496,.11294101,.15321977,1,4,4,2,2,0,0,1,,4-7,22,23,.67647058,.73333335,1.6884651,1.3405553,1.072047,.91721797,1,Tekhand,,0,6,1,13,-.63183159,0,0,1,0,0,0
TK062,0,0,0,,8-9,11,7,.2,.36666667,-.45812353,-.30363861,.010087917,.15725304,0,1,3,1,2,0,0,1,,8-9,13,13,.37142858,.43333334,-.24811462,-.082864083,-.56647319,-.37329936,1,Tekhand,14,0,8,1,13,-.63941234,0,0,0,0,1,0
TK063,1,0,0,1-2 hours,6-7,6,9,.25714287,.2,-.37752917,-.24700931,-1.9855382,-1.9329348,1,2,1,2,1,0,0,1,,4-7,9,16,.47058824,.30000001,.30753845,.332151,-.87736166,-.63637364,1,Tekhand,12,0,6,0,13,.59565228,0,0,1,0,0,0
TK065,0,1,0,,6-7,14,6,.17142858,.46666667,-.94698328,-.59693825,-.050510392,.0083019594,1,2,4,1,2,0,1,0,,4-7,5,13,.38235295,.16666667,-.67248112,-.40375838,-1.3988962,-1.0236549,1,Tekhand,11,0,6,0,13,-2.4896967,0,0,1,0,0,0
TK066,1,0,0,Less than 1 hour,6-7,11,16,.45714286,.36666667,.8389492,.7563675,-.14617814,-.060897652,1,5,3,3,2,1,0,0,1-2 hours,4-7,10,22,.64705884,.33333334,1.3179244,1.0570252,-.64861345,-.41135347,1,Tekhand,13,0,7,0,13,-.63183159,0,0,0,1,0,0
TK067,1,1,1,3-4 hours,6-7,13,12,.34285715,.43333334,.36240497,.35661784,-.45580396,-.334544,1,4,3,3,2,1,0,0,Less than 1 hour,4-7,19,12,.35294119,.63333333,-.3107335,-.11367839,.47806874,.47964752,1,Tekhand,13,1,6,0,17,-.17189379,0,0,1,0,0,0
TK068,1,1,1,Less than 1 hour,6-7,13,11,.31428573,.43333334,.084693938,.13513578,-.32263759,-.28927755,1,3,3,2,2,0,0,1,,4-7,18,17,.5,.60000002,.29328433,.29082215,.61481965,.54023141,1,Tekhand,12,0,6,1,13,-2.106704,0,0,1,0,0,0
TK070,0,0,0,,6-7,13,8,.22857143,.43333334,-1.5851198,-1.1777599,-.32844895,-.20020255,0,1,2,1,2,0,0,1,,4-7,14,12,.35294119,.46666667,-.3029772,-.11847866,-.2995922,-.16999073,1,Tekhand,12,0,7,1,13,-.16027994,0,0,0,1,0,0
TK071,1,0,0,1-2 hours,6-7,12,6,.17142858,.40000001,-.53826123,-.3085562,-.049333654,.015135201,1,2,3,1,2,0,0,1,,4-7,16,23,.67647058,.53333336,1.2800156,1.0418859,.17728613,.19104688,1,Tekhand,,0,7,1,13,-.63183159,0,0,0,1,0,0
TK072,1,1,1,1-2 hours,8-9,13,7,.2,.43333334,-.52394348,-.3344529,.14196983,.33289868,1,1,3,1,2,0,1,1,,8-9,5,13,.37142858,.16666667,-.37580544,-.28034347,-1.4101211,-1.6148916,1,Tekhand,15,1,8,1,17,-1.5390126,0,0,0,0,1,0
TK073,0,1,0,,6-7,24,18,.51428574,.80000001,1.5883008,1.2433444,2.0631924,1.7217847,1,5,5,3,3,0,0,1,,4-7,26,27,.79411763,.86666667,2.2264125,1.7767459,2.111562,1.9412725,1,Tekhand,,1,6,1,16,.81803572,0,0,1,0,0,0
TK074,0,0,0,,8-9,11,14,.40000001,.36666667,-.10725983,-.09923061,-.013836928,.085405566,0,2,3,1,2,0,0,1,,8-9,21,17,.48571429,.69999999,.84854746,.71912855,1.2646191,1.1488373,1,Tekhand,13,0,8,1,16,-.58144826,0,0,0,0,1,0
TK075,1,1,0,Less than 1 hour,6-7,15,11,.31428573,.5,-.043634091,-.032872964,.039968818,.087496571,1,3,3,2,2,0,0,1,,4-7,15,16,.47058824,.5,.22104704,.2997444,-.37849388,-.21393634,1,Tekhand,12,0,7,0,12,-1.4396087,0,0,0,1,0,0
TK076,1,1,0,2-3 hours,6-7,13,14,.40000001,.43333334,.72393453,.69599116,-.32070798,-.20186639,1,5,3,3,2,0,0,1,,4-7,16,22,.64705884,.53333336,.99862331,.80593067,.13141362,.17829689,1,Tekhand,10,0,6,1,12,-1.3373805,0,0,1,0,0,0
TK077,1,1,0,1-2 hours,6-7,7,10,.2857143,.23333333,-.78924572,-.54432458,-1.0508922,-.83548832,1,2,2,1,1,0,0,1,,4-7,8,15,.44117647,.26666668,-.34783953,-.12167558,-1.2574496,-.93529403,1,Tekhand,10,0,6,0,12,-2.1740279,0,0,1,0,0,0
TK078,1,1,0,1-2 hours,6-7,8,8,.22857143,.26666668,-1.4364417,-1.0707772,-1.3636957,-1.0974933,1,1,1,1,1,0,0,1,,4-7,10,14,.41176471,.33333334,-.58509499,-.34577894,-.95214307,-.64363492,1,Tekhand,12,0,6,0,12,-2.1743438,0,0,1,0,0,0
TK079,1,1,0,1-2 hours,6-7,10,11,.31428573,.33333334,.015348084,.1283811,-.93820411,-.72223395,1,3,2,2,1,1,0,1,1-2 hours,4-7,6,15,.44117647,.2,.23318301,.31108287,-1.2749143,-1.596987,1,Tekhand,12,0,6,0,12,1.2895874,0,0,1,0,0,0
TK081,0,0,1,,8-9,14,14,.40000001,.46666667,.952438,.84232914,.41556346,.47662681,1,4,3,2,2,0,0,0,,8-9,17,20,.5714286,.56666666,1.3312216,1.0884657,.57668793,.53223288,0,Tekhand,14,1,9,0,16,-.63183159,0,0,0,0,0,1
TK082,1,1,0,1-2 hours,6-7,15,10,.2857143,.5,-.41757002,-.24263614,.0068210638,.063136213,1,2,3,2,2,0,0,1,,4-7,13,13,.38235295,.43333334,-.31654441,-.16889769,-.15966716,-.06192594,1,Tekhand,14,1,7,1,14,-1.3373805,0,0,0,1,0,0
TK083,0,0,0,,8-9,6,12,.34285715,.2,.26529172,.25695223,-.93223453,-.78301668,0,2,1,2,1,0,0,1,,8-9,17,16,.45714286,.56666666,.58924294,.5567137,.66465658,.62307912,1,Tekhand,17,1,9,0,17,1.6231838,0,0,0,0,0,1
TK084,1,1,1,1-2 hours,8-9,13,10,.2857143,.43333334,.097108684,.14813553,.49370891,.55230141,1,2,3,2,2,0,0,1,,8-9,20,17,.48571429,.66666669,.83464789,.73899704,.98488551,.89277583,1,Tekhand,14,1,9,0,14,-1.3373805,0,0,0,0,0,1
TK085,0,0,0,,6-7,11,9,.25714287,.36666667,-.24224639,-.13340446,-.33511603,-.22019497,0,3,2,2,2,0,0,1,,4-7,14,10,.29411766,.46666667,-.60685903,-.3072376,-.10311679,.0011088487,1,Tekhand,14,1,7,0,16,-2.106704,0,0,0,1,0,0
TK086,0,1,0,,8-9,9,8,.22857143,.30000001,-1.2769231,-1.0289466,-.24852425,-.069320202,1,1,2,1,1,1,0,0,2-3 hours,8-9,16,12,.34285715,.53333336,-.38410178,-.16075164,.41866982,.37051916,1,Tekhand,14,1,9,0,17,-1.4095945,0,0,0,0,0,1
TK087,0,1,0,,8-9,8,10,.2857143,.26666668,-.23769867,-.17748056,-.38170531,-.23000482,1,2,1,1,1,,,,,,,,,,,,,,,Tekhand,14,1,9,0,17,-1.3373805,0,0,0,0,0,1
TK088,1,1,0,Less than 1 hour,8-9,9,7,.2,.30000001,.0092122871,.12536697,-.37497267,-.31608477,1,2,2,2,1,0,0,0,,8-9,12,18,.51428574,.40000001,.49963519,.4275043,-.33094034,-.1641553,0,Tekhand,15,1,8,1,17,-.70721996,0,0,0,0,1,0
TK089,1,0,0,Less than 1 hour,6-7,15,13,.37142858,.5,.16389816,.15907243,.25702658,.29356384,1,3,3,2,2,,,,,,,,,,,,,,,Tekhand,,1,7,0,14,-2.2820666,0,0,0,1,0,0
TK092,1,1,0,2-3 hours,8-9,11,11,.31428573,.36666667,.013825958,.0012604181,-.18743533,-.049871981,1,2,2,2,2,1,0,0,1-2 hours,8-9,14,23,.65714288,.46666667,1.8538705,1.4742575,-.0063548419,.035789609,1,Tekhand,14,1,8,1,16,.41429174,0,0,0,0,1,0
TK094,0,1,0,,6-7,9,8,.22857143,.30000001,-1.0386595,-.72544706,-.95609832,-.74902683,1,1,2,1,1,0,0,0,,4-7,11,12,.35294119,.36666667,-.28939006,-.061340507,-.44833997,-.26284385,0,Tekhand,11,1,7,1,15,1.3891865,0,0,0,1,0,0
TK095,0,0,1,,6-7,16,10,.2857143,.53333336,.22514796,.25264281,.29423913,.3252776,1,3,4,2,2,0,0,1,,4-7,25,11,.32352942,.83333331,-.69600379,-.41131231,1.8428328,1.6655062,1,Tekhand,13,1,7,1,19,1.9133749,0,0,0,1,0,0
TK096,0,0,1,,6-7,11,8,.22857143,.36666667,-.4161624,-.23154879,-.51816231,-.36742386,1,2,3,2,2,0,0,0,,4-7,19,23,.67647058,.63333333,1.3178509,1.0485492,.57286608,.51824659,0,Tekhand,11,1,6,1,17,-.29125717,0,0,1,0,0,0
TK097,0,0,1,,8-9,15,16,.45714286,.5,.82167059,.8008554,.65058762,.60531479,1,4,4,3,2,0,0,1,,8-9,22,21,.60000002,.73333335,1.429224,1.1388208,1.1991737,1.034445,1,Tekhand,14,1,8,1,17,-.58144826,0,0,0,0,1,0
TK098,0,0,1,,6-7,21,13,.37142858,.69999999,.27935705,.33457449,1.2721046,1.0701501,1,4,5,3,3,0,0,1,,4-7,24,26,.7647059,.80000001,2.1188304,1.6183709,1.565151,1.3605027,1,Tekhand,10,1,6,1,17,-.58144826,0,0,1,0,0,0
TK100,1,1,0,1-2 hours,6-7,9,9,.25714287,.30000001,-.25374389,-.13869414,-1.0032234,-.71238405,1,2,2,2,1,1,0,0,Less than 1 hour,4-7,11,11,.32352942,.36666667,-.6603626,-.40007687,-.62234414,-.40023804,1,Tekhand,11,1,6,0,14,1.4008003,0,0,1,0,0,0
TK101,0,1,0,,6-7,21,10,.2857143,.69999999,-.44199249,-.33134738,1.4089867,1.1494545,1,2,5,1,3,0,0,1,,4-7,21,23,.67647058,.69999999,1.5195723,1.1637282,.97396362,.84457928,1,Tekhand,13,1,7,0,16,-2.106704,0,0,0,1,0,0
TK102,0,1,0,,6-7,19,9,.25714287,.63333333,.015864585,.094288178,.99205446,.83113801,1,3,5,2,3,0,0,1,,4-7,20,20,.58823532,.66666669,1.3065526,1.0676596,.80603302,.72196394,1,Tekhand,,1,7,0,16,-1.3373805,0,0,0,1,0,0
TK103,0,0,1,,8-9,12,15,.42857143,.40000001,1.550693,1.2967995,.26776296,.37869567,1,5,3,3,2,0,0,1,,4-7,20,19,.55882353,.66666669,.91405499,.76741362,.66078043,.58323854,1,Tekhand,,1,8,0,16,.12410065,0,0,0,0,1,0
TK104,0,0,1,,8-9,19,15,.42857143,.63333333,1.634699,1.4077947,1.5768619,1.310059,1,5,5,3,3,1,0,0,1-2 hours,8-9,23,27,.77142859,.76666665,2.506855,1.9399017,1.7440362,1.5184544,1,Tekhand,14,1,8,0,14,.12410065,0,0,0,0,1,0
TK105,0,1,0,,8-9,9,11,.31428573,.30000001,-.58720464,-.3958267,-.92090112,-.75293791,1,1,1,1,1,0,1,0,,8-9,13,19,.54285717,.43333334,.89955926,.74455696,-.67667103,-.46043241,1,Tekhand,14,1,8,1,17,.86725163,0,0,0,0,1,0
TK106,0,1,0,,6-7,6,5,.14285715,.2,-1.1814384,-.68313122,-1.4986537,-1.254892,1,1,1,1,1,0,1,0,,4-7,13,12,.35294119,.43333334,-1.0753748,-.70663911,-1.1372433,-.92543602,1,Tekhand,13,1,7,0,17,.86725163,0,0,0,1,0,0
TK107,0,1,0,,8-9,9,7,.2,.30000001,-1.3019766,-1.4954566,-.43981335,-.31048581,1,1,2,1,1,0,0,0,,8-9,14,11,.31428573,.46666667,-.42499143,-.1909657,-.0091627399,.040050969,0,Tekhand,13,1,8,1,19,-.54562366,0,0,0,0,1,0
TK108,1,1,0,3-4 hours,6-7,17,13,.37142858,.56666666,-.66891038,-.51648068,.68562317,.5992173,1,2,4,1,3,0,0,1,,4-7,22,14,.41176471,.73333335,.014317569,.089553408,.88456732,.73894614,1,Tekhand,12,1,7,1,12,-1.4958025,0,0,0,1,0,0
TK109,0,0,1,,6-7,23,10,.2857143,.76666665,.14939746,.16037565,1.8546568,1.5403342,1,3,5,2,3,1,1,1,1-2 hours,4-7,23,21,.61764705,.76666665,1.3670259,1.0984335,1.5165552,1.2846527,1,Tekhand,,1,6,1,15,-1.0471894,0,0,1,0,0,0
TK110,1,1,0,1-2 hours,8-9,14,11,.31428573,.46666667,.30231342,.25917611,.70319968,.67976391,1,3,4,2,2,0,0,1,,8-9,21,24,.6857143,.69999999,1.6816945,1.3266737,1.0306689,.85773361,1,Tekhand,14,1,8,1,17,.12410065,0,0,0,0,1,0
TK111,1,0,0,Less than 1 hour,8-9,7,11,.31428573,.23333333,.66417444,.66825736,-.70226431,-.46666697,1,4,1,3,1,1,0,0,2-3 hours,8-9,8,14,.40000001,.26666668,.20239568,.26603505,-1.664336,-1.9228042,1,Tekhand,13,1,8,0,19,1.6231838,0,0,0,0,1,0
TK112,0,0,1,,6-7,16,10,.2857143,.53333336,.019145332,.1201598,.19955224,.27953669,1,3,4,2,3,0,0,1,,4-7,20,22,.64705884,.66666669,1.1714467,.94609803,1.0078111,.83814836,1,Tekhand,11,1,6,1,13,-4.9574151,0,0,1,0,0,0
TK113,0,0,0,,6-7,6,7,.2,.2,-1.580602,-1.0716184,-1.3649731,-1.0975976,0,1,1,1,1,1,0,0,2-3 hours,4-7,10,3,.088235296,.33333334,-2.1133845,-3.1484442,-1.5541449,-1.3154583,1,Tekhand,12,1,7,1,15,1.2895874,0,0,0,1,0,0
TK114,1,1,0,1-2 hours,6-7,16,12,.34285715,.53333336,.39934358,.40341863,.48530218,.47856873,1,4,5,3,3,0,0,1,,4-7,19,17,.5,.63333333,.78161108,.69368488,.70623595,.61688542,1,Tekhand,11,0,6,0,13,.12410065,0,0,1,0,0,0
TK115,1,1,1,Less than 1 hour,6-7,6,3,.085714288,.2,-1.7963636,-1.9033504,-1.1691656,-.92312789,1,1,2,1,1,0,0,1,,4-7,9,16,.47058824,.30000001,.32158995,.33126134,-.99068737,-.67581344,1,Tekhand,11,1,6,1,16,-2.106704,0,0,1,0,0,0
TK116,0,1,0,,8-9,12,10,.2857143,.40000001,-.31829432,-.22620328,.57976377,.5866335,1,2,4,1,2,1,0,0,1-2 hours,8-9,15,20,.5714286,.5,1.0853722,.91875082,-.078232244,-.0049389587,1,Tekhand,12,1,8,0,16,.8858434,0,0,0,0,1,0
TK117,1,1,0,1-2 hours,6-7,16,8,.22857143,.53333336,-.67973083,-.40604848,.35933527,.38444373,1,2,4,1,3,0,0,1,,4-7,12,17,.5,.40000001,.57525378,.53821957,-.70504963,-.50991058,1,Tekhand,12,1,6,0,14,2.1603084,0,0,1,0,0,0
TK118,1,1,0,1-2 hours,6-7,16,12,.34285715,.53333336,.092656791,.11143292,.094368033,.16811186,1,3,4,2,3,0,0,1,,4-7,18,16,.47058824,.60000002,.26691365,.30658853,.35109243,.37380835,1,Tekhand,11,1,6,0,14,.12410065,0,0,1,0,0,0
TK122,1,0,0,Less than 1 hour,6-7,10,9,.25714287,.33333334,-.2875593,-.13474813,-.75129759,-.53960782,1,2,2,2,1,0,1,0,,4-7,10,10,.29411766,.33333334,-.7635811,-.43421027,-.46433619,-.27809641,1,Tekhand,12,1,6,0,15,-.91071939,0,0,1,0,0,0
TK123,1,1,0,3-4 hours,6-7,5,11,.31428573,.16666667,.094975457,.1652738,-1.6831006,-1.9664358,1,3,1,2,1,,,,,,,,,,,,,,,Tekhand,11,1,7,0,15,.69525146,0,0,0,1,0,0
TK125,0,0,0,,6-7,15,5,.14285715,.5,-1.21961,-1.3528235,-.028304886,.02466215,0,1,4,1,2,,,,,,,,,,,,,,,Tekhand,13,1,6,0,17,-1.6351523,0,0,1,0,0,0
TK126,1,1,0,Less than 1 hour,8-9,7,9,.25714287,.23333333,-.66160965,-.46567574,-.65317798,-.46628392,1,1,1,1,1,1,0,0,1-2 hours,8-9,12,15,.42857143,.40000001,-.42237908,-.17709309,-.54326838,-.36430702,1,Tekhand,16,1,9,1,17,-1.5765177,0,0,0,0,0,1
TK127,1,1,0,Less than 1 hour,6-7,17,6,.17142858,.56666666,-.62224215,-.35241792,.27607366,.29859939,1,2,3,1,2,0,1,0,,4-7,12,8,.23529412,.40000001,-.55225539,-.26285654,-.77016389,-.5615927,1,Tekhand,13,1,7,0,14,-1.5765177,0,0,0,1,0,0
TK128,1,1,0,3-4 hours,6-7,12,12,.34285715,.40000001,-.025995834,.069486752,-.45605832,-.30927077,1,3,3,2,2,0,1,0,,4-7,5,12,.35294119,.16666667,-.079025149,.051688384,-1.4409922,-1.1191969,1,Tekhand,12,1,6,0,19,-4.0934443,0,0,1,0,0,0
TK129,1,0,0,Less than 1 hour,8-9,11,13,.37142858,.36666667,.49244025,.43390465,.085995972,.15663441,1,3,2,2,2,1,0,0,Less than 1 hour,8-9,20,18,.51428574,.66666669,.96277058,.83639872,.89830506,.82464218,1,Tekhand,16,1,9,1,17,-2.2378025,0,0,0,0,0,1
TK130,1,1,0,Less than 1 hour,8-9,15,16,.45714286,.5,1.5056167,1.3962187,1.1952218,1.0738448,1,5,5,3,3,0,0,1,,8-9,19,27,.77142859,.63333333,2.4942849,1.939732,.93996578,.82408673,1,Tekhand,16,1,9,1,14,-.16027994,0,0,0,0,0,1
TK131,1,1,0,Less than 1 hour,6-7,13,11,.31428573,.43333334,-.82259309,-.47307274,-.19412616,-.087078154,1,2,3,1,2,0,0,1,,4-7,20,17,.5,.66666669,.1652672,.23381077,.69919586,.64135158,1,Tekhand,13,1,6,1,14,-1.3103728,0,0,1,0,0,0
TK132,1,1,1,1-2 hours,8-9,8,9,.25714287,.26666668,-.71865648,-.46507549,-.64762437,-.58932316,1,1,1,1,1,0,1,0,,8-9,15,7,.2,.5,-1.3008066,-.82953387,-.39814356,-.28078929,1,Tekhand,13,1,8,0,14,-.9738676,0,0,0,0,1,0
TK133,1,1,1,1-2 hours,6-7,11,8,.22857143,.36666667,-.018581824,.062114861,-.46196014,-.29298994,1,3,3,2,2,,,,,,,,,,,,,,,Tekhand,10,1,6,0,14,.08479549,0,0,1,0,0,0
TK134,1,0,0,1-2 hours,8-9,19,21,.60000002,.63333333,2.4335489,1.8702921,1.1811167,1.0137674,1,5,4,3,3,0,1,0,,8-9,23,22,.62857145,.76666665,1.5877358,1.2804103,1.7048,1.5828917,1,Tekhand,15,1,9,1,14,.8858434,0,0,0,0,0,1
TK135,1,1,0,1-2 hours,6-7,18,13,.37142858,.60000002,.28972566,.30041137,.44434565,.46115303,1,4,4,2,3,,,,,,,,,,,,,,,Tekhand,13,1,7,1,19,-1.3015559,0,0,0,1,0,0
TK136,0,0,0,,6-7,13,11,.31428573,.43333334,.12955628,.19663252,-.35222685,-.26467994,0,3,2,2,2,0,1,0,,4-7,15,16,.47058824,.5,.54324549,.49916863,.029702559,.086153321,1,Tekhand,11,1,7,0,14,-.16027994,0,0,0,1,0,0
TK138,1,0,0,Less than 1 hour,6-7,12,13,.37142858,.40000001,.4201079,.37194708,-.34572819,-.2675043,1,4,2,3,2,,,,,4-7,9,10,.29411766,.30000001,-.915209,-.63745821,-1.1327782,-.78260791,,Tekhand,13,1,7,0,14,1.4008003,0,0,0,1,0,0
TK142,1,1,1,1-2 hours,8-9,14,12,.34285715,.46666667,.27619603,.29221764,.43994951,.46941367,1,3,3,2,2,0,0,1,,8-9,19,24,.6857143,.63333333,1.7269104,1.4110708,1.0653878,.93802786,1,Tekhand,13,1,8,1,14,1.4008003,0,0,0,0,1,0
TK143,1,1,1,,6-7,14,5,.14285715,.46666667,-1.1721787,-.72572207,-.22503346,-.11767866,1,3,2,2,2,0,0,1,,4-7,11,13,.38235295,.36666667,-.65069586,-.40468949,-1.2589418,-.99575609,1,Tekhand,13,1,,1,14,-1.8608983,,,,,,
TK144,1,1,1,1-2 hours,8-9,15,10,.2857143,.5,-.22465664,-.092648238,1.0487506,.90287906,1,2,4,1,3,0,0,1,,8-9,16,18,.51428574,.53333336,.48854718,.45355147,.11385935,.14189082,1,Tekhand,13,1,8,1,17,.12410065,0,0,0,0,1,0
